image_id,cyclone,SID,SEASON,NUMBER,BASIN,NAME,ISO_TIME,LAT,LON,USA_WIND,USA_PRES,image_path
002173,1,2005330N09096,2005,109,NI,BAAZ,2005-12-03 15:00:00,12.5,79.6,20.0,1004.0,
002174,1,2005330N09096,2005,109,NI,BAAZ,2005-12-03 18:00:00,12.5,79.5,20.0,1004.0,
002175,1,2005330N09096,2005,109,NI,BAAZ,2005-12-03 21:00:00,12.5,79.4,20.0,1004.0,
002176,1,2005330N09096,2005,109,NI,BAAZ,2005-12-04 00:00:00,12.5,79.3,20.0,1004.0,
002177,1,2005338N09093,2005,111,NI,FANOOS,2005-12-04 06:00:00,8.7,93.0,20.0,1004.0,
002178,1,2005338N09093,2005,111,NI,FANOOS,2005-12-04 09:00:00,8.9,92.7,20.0,1004.0,
002179,1,2005338N09093,2005,111,NI,FANOOS,2005-12-04 12:00:00,9.1,92.4,20.0,1004.0,
002180,1,2005338N09093,2005,111,NI,FANOOS,2005-12-04 15:00:00,9.4,92.2,20.0,1004.0,
002181,1,2005338N09093,2005,111,NI,FANOOS,2005-12-04 18:00:00,9.6,92.0,20.0,1004.0,
002182,1,2005338N09093,2005,111,NI,FANOOS,2005-12-04 21:00:00,9.8,91.8,20.0,1004.0,
002183,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 00:00:00,9.9,91.5,20.0,1004.0,
002184,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 03:00:00,10.1,91.3,23.0,1003.0,
002185,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 06:00:00,10.2,91.0,25.0,1002.0,
002186,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 09:00:00,10.3,90.7,28.0,1001.0,
002187,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 12:00:00,10.4,90.4,30.0,1000.0,
002188,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 15:00:00,10.6,90.2,30.0,1000.0,
002189,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 18:00:00,10.9,90.0,30.0,1000.0,
002190,1,2005338N09093,2005,111,NI,FANOOS,2005-12-05 21:00:00,11.2,89.8,33.0,999.0,
002191,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 00:00:00,11.4,89.5,35.0,997.0,
002192,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 03:00:00,11.4,89.3,35.0,997.0,
002193,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 06:00:00,11.3,89.1,35.0,997.0,
002194,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 09:00:00,11.4,88.8,40.0,994.0,
002195,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 12:00:00,11.3,88.7,45.0,991.0,
002196,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 15:00:00,11.3,88.5,48.0,989.0,
002197,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 18:00:00,11.2,88.1,50.0,987.0,
002198,1,2005338N09093,2005,111,NI,FANOOS,2005-12-06 21:00:00,11.2,87.9,53.0,986.0,
002199,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 00:00:00,11.1,87.8,55.0,984.0,
002200,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 03:00:00,11.0,87.2,55.0,984.0,
002201,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 06:00:00,10.9,86.9,55.0,984.0,
002202,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 09:00:00,10.8,86.6,55.0,984.0,
002203,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 12:00:00,10.8,86.6,55.0,984.0,
002204,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 15:00:00,10.7,86.5,55.0,984.0,
002205,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 18:00:00,10.7,86.2,55.0,984.0,
002206,1,2005338N09093,2005,111,NI,FANOOS,2005-12-07 21:00:00,10.7,86.1,55.0,984.0,
002207,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 00:00:00,10.7,86.0,55.0,984.0,
002208,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 03:00:00,10.5,85.8,55.0,984.0,
002209,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 06:00:00,10.6,85.5,55.0,984.0,
002210,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 09:00:00,10.6,85.0,55.0,984.0,
002211,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 12:00:00,10.6,84.6,55.0,984.0,
002212,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 15:00:00,10.5,84.5,55.0,984.0,
002213,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 18:00:00,10.4,84.1,55.0,984.0,
002214,1,2005338N09093,2005,111,NI,FANOOS,2005-12-08 21:00:00,10.4,83.9,58.0,982.0,
002215,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 00:00:00,10.4,83.4,60.0,980.0,
002216,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 03:00:00,10.4,83.0,60.0,980.0,
002217,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 06:00:00,10.4,82.8,60.0,980.0,
002218,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 09:00:00,10.4,82.3,60.0,980.0,
002219,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 12:00:00,10.4,81.9,60.0,980.0,
002220,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 15:00:00,10.4,81.4,60.0,980.0,
002221,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 18:00:00,10.4,81.2,60.0,980.0,
002222,1,2005338N09093,2005,111,NI,FANOOS,2005-12-09 21:00:00,10.5,80.8,58.0,982.0,
002223,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 00:00:00,10.5,80.5,55.0,984.0,
002224,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 03:00:00,10.5,80.2,50.0,988.0,
002225,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 06:00:00,10.4,79.9,45.0,991.0,
002226,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 09:00:00,10.3,79.7,45.0,991.0,
002227,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 12:00:00,10.2,79.5,45.0,991.0,
002228,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 15:00:00,10.1,79.1,38.0,996.0,
002229,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 18:00:00,10.2,78.7,30.0,1000.0,
002230,1,2005338N09093,2005,111,NI,FANOOS,2005-12-10 21:00:00,10.2,78.2,30.0,1000.0,
002231,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 00:00:00,10.0,77.8,30.0,1000.0,
002232,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 03:00:00,9.7,77.5,28.0,1001.0,
002233,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 06:00:00,9.4,77.2,25.0,1002.0,
002234,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 09:00:00,9.1,76.9,25.0,1002.0,
002235,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 12:00:00,8.7,76.6,25.0,1002.0,
002236,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 15:00:00,8.3,76.4,25.0,1002.0,
002237,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 18:00:00,8.0,76.2,25.0,1002.0,
002238,1,2005338N09093,2005,111,NI,FANOOS,2005-12-11 21:00:00,7.9,76.0,25.0,1002.0,
002239,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 00:00:00,7.8,75.7,25.0,1002.0,
002240,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 03:00:00,7.6,75.4,25.0,1002.0,
002241,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 06:00:00,7.4,75.1,25.0,1002.0,
002242,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 09:00:00,7.2,74.8,25.0,1002.0,
002243,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 12:00:00,7.1,74.5,25.0,1002.0,
002244,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 15:00:00,7.0,74.3,20.0,1004.0,
002245,1,2005338N09093,2005,111,NI,FANOOS,2005-12-12 18:00:00,6.8,74.2,15.0,1006.0,
002246,1,2006114N08090,2006,23,NI,MALA,2006-04-24 06:00:00,8.4,90.1,20.0,1004.0,
002247,1,2006114N08090,2006,23,NI,MALA,2006-04-24 09:00:00,8.5,89.9,23.0,1003.0,
002248,1,2006114N08090,2006,23,NI,MALA,2006-04-24 12:00:00,8.6,89.7,25.0,1002.0,
002249,1,2006114N08090,2006,23,NI,MALA,2006-04-24 15:00:00,8.8,89.6,28.0,1001.0,
002250,1,2006114N08090,2006,23,NI,MALA,2006-04-24 18:00:00,9.0,89.5,30.0,1000.0,
002251,1,2006114N08090,2006,23,NI,MALA,2006-04-24 21:00:00,9.2,89.6,33.0,999.0,
002252,1,2006114N08090,2006,23,NI,MALA,2006-04-25 00:00:00,9.3,89.7,35.0,997.0,
002253,1,2006114N08090,2006,23,NI,MALA,2006-04-25 03:00:00,9.5,89.8,35.0,997.0,
002254,1,2006114N08090,2006,23,NI,MALA,2006-04-25 06:00:00,9.6,89.9,35.0,997.0,
002255,1,2006114N08090,2006,23,NI,MALA,2006-04-25 09:00:00,9.7,89.8,40.0,994.0,
002256,1,2006114N08090,2006,23,NI,MALA,2006-04-25 12:00:00,10.0,89.6,45.0,991.0,
002257,1,2006114N08090,2006,23,NI,MALA,2006-04-25 15:00:00,10.1,89.6,45.0,991.0,
002258,1,2006114N08090,2006,23,NI,MALA,2006-04-25 18:00:00,10.2,89.7,45.0,991.0,
002259,1,2006114N08090,2006,23,NI,MALA,2006-04-25 21:00:00,10.1,89.8,45.0,991.0,
002260,1,2006114N08090,2006,23,NI,MALA,2006-04-26 00:00:00,10.4,89.7,45.0,991.0,
002261,1,2006114N08090,2006,23,NI,MALA,2006-04-26 03:00:00,10.6,89.7,45.0,991.0,
002262,1,2006114N08090,2006,23,NI,MALA,2006-04-26 06:00:00,11.1,89.8,45.0,991.0,
002263,1,2006114N08090,2006,23,NI,MALA,2006-04-26 09:00:00,11.3,90.1,45.0,991.0,
002264,1,2006114N08090,2006,23,NI,MALA,2006-04-26 12:00:00,11.7,90.3,45.0,991.0,
002265,1,2006114N08090,2006,23,NI,MALA,2006-04-26 15:00:00,12.1,90.5,45.0,991.0,
002266,1,2006114N08090,2006,23,NI,MALA,2006-04-26 18:00:00,12.1,90.4,45.0,991.0,
002267,1,2006114N08090,2006,23,NI,MALA,2006-04-26 21:00:00,12.1,90.3,50.0,988.0,
002268,1,2006114N08090,2006,23,NI,MALA,2006-04-27 00:00:00,12.0,90.2,55.0,984.0,
002269,1,2006114N08090,2006,23,NI,MALA,2006-04-27 03:00:00,12.4,90.1,60.0,980.0,
002270,1,2006114N08090,2006,23,NI,MALA,2006-04-27 06:00:00,12.5,90.2,65.0,976.0,
002271,1,2006114N08090,2006,23,NI,MALA,2006-04-27 09:00:00,12.6,90.3,68.0,974.0,
002272,1,2006114N08090,2006,23,NI,MALA,2006-04-27 12:00:00,13.0,90.5,70.0,972.0,
002273,1,2006114N08090,2006,23,NI,MALA,2006-04-27 15:00:00,13.1,90.6,75.0,968.0,
002274,1,2006114N08090,2006,23,NI,MALA,2006-04-27 18:00:00,13.3,90.8,80.0,963.0,
002275,1,2006114N08090,2006,23,NI,MALA,2006-04-27 21:00:00,13.7,90.9,85.0,959.0,
002276,1,2006114N08090,2006,23,NI,MALA,2006-04-28 00:00:00,14.1,91.4,90.0,954.0,
002277,1,2006114N08090,2006,23,NI,MALA,2006-04-28 03:00:00,14.5,91.7,103.0,941.0,
002278,1,2006114N08090,2006,23,NI,MALA,2006-04-28 06:00:00,15.0,92.1,115.0,927.0,
002279,1,2006114N08090,2006,23,NI,MALA,2006-04-28 09:00:00,15.3,92.4,118.0,925.0,
002280,1,2006114N08090,2006,23,NI,MALA,2006-04-28 12:00:00,15.6,92.7,120.0,922.0,
002281,1,2006114N08090,2006,23,NI,MALA,2006-04-28 15:00:00,16.0,93.1,120.0,922.0,
002282,1,2006114N08090,2006,23,NI,MALA,2006-04-28 18:00:00,16.2,93.2,120.0,922.0,
002283,1,2006114N08090,2006,23,NI,MALA,2006-04-28 21:00:00,16.5,93.6,113.0,930.0,
002284,1,2006114N08090,2006,23,NI,MALA,2006-04-29 00:00:00,16.7,93.7,105.0,938.0,
002285,1,2006114N08090,2006,23,NI,MALA,2006-04-29 03:00:00,17.1,94.1,98.0,946.0,
002286,1,2006114N08090,2006,23,NI,MALA,2006-04-29 06:00:00,17.5,94.5,90.0,954.0,
002287,1,2006114N08090,2006,23,NI,MALA,2006-04-29 09:00:00,18.0,94.9,78.0,965.0,
002288,1,2006114N08090,2006,23,NI,MALA,2006-04-29 12:00:00,18.5,95.5,65.0,976.0,
002289,1,2006114N08090,2006,23,NI,MALA,2006-04-29 15:00:00,18.5,95.5,,,
002290,1,2006114N08090,2006,23,NI,MALA,2006-04-29 18:00:00,19.0,96.0,,,
002291,1,2006262N19069,2006,71,NI,MUKDA,2006-09-19 06:00:00,19.4,68.7,20.0,1004.0,
002292,1,2006262N19069,2006,71,NI,MUKDA,2006-09-19 09:00:00,19.4,68.5,20.0,1002.0,
002293,1,2006262N19069,2006,71,NI,MUKDA,2006-09-19 12:00:00,19.4,68.4,20.0,999.0,
002294,1,2006262N19069,2006,71,NI,MUKDA,2006-09-19 15:00:00,19.3,68.3,23.0,1001.0,
002295,1,2006262N19069,2006,71,NI,MUKDA,2006-09-19 18:00:00,19.3,68.2,25.0,1002.0,
002296,1,2006262N19069,2006,71,NI,MUKDA,2006-09-19 21:00:00,19.3,68.0,25.0,1002.0,
002297,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 00:00:00,19.3,67.8,25.0,1002.0,
002298,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 03:00:00,19.3,67.6,25.0,1002.0,
002299,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 06:00:00,19.4,67.4,25.0,1002.0,
002300,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 09:00:00,19.4,67.2,25.0,1002.0,
002301,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 12:00:00,19.5,67.1,25.0,1002.0,
002302,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 15:00:00,19.6,66.9,28.0,1001.0,
002303,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 18:00:00,19.6,66.8,30.0,1000.0,
002304,1,2006262N19069,2006,71,NI,MUKDA,2006-09-20 21:00:00,19.6,66.7,30.0,1000.0,
002305,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 00:00:00,19.6,66.6,30.0,1000.0,
002306,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 03:00:00,19.6,66.4,30.0,1000.0,
002307,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 06:00:00,19.6,66.3,30.0,1000.0,
002308,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 09:00:00,19.6,66.2,33.0,999.0,
002309,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 12:00:00,19.6,66.2,35.0,997.0,
002310,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 15:00:00,19.6,66.1,38.0,996.0,
002311,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 18:00:00,19.7,66.2,40.0,994.0,
002312,1,2006262N19069,2006,71,NI,MUKDA,2006-09-21 21:00:00,19.7,66.2,43.0,993.0,
002313,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 00:00:00,20.0,66.2,45.0,991.0,
002314,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 03:00:00,20.1,66.2,45.0,991.0,
002315,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 06:00:00,20.1,66.3,45.0,991.0,
002316,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 09:00:00,20.1,66.3,48.0,989.0,
002317,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 12:00:00,20.4,66.6,50.0,987.0,
002318,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 15:00:00,20.4,66.6,50.0,987.0,
002319,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 18:00:00,20.4,66.7,50.0,987.0,
002320,1,2006262N19069,2006,71,NI,MUKDA,2006-09-22 21:00:00,20.4,66.7,50.0,987.0,
002321,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 00:00:00,20.7,67.0,50.0,987.0,
002322,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 03:00:00,20.7,67.0,53.0,986.0,
002323,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 06:00:00,20.8,67.1,55.0,984.0,
002324,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 09:00:00,20.7,67.1,50.0,988.0,
002325,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 12:00:00,20.7,67.1,45.0,991.0,
002326,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 15:00:00,20.6,67.1,40.0,994.0,
002327,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 18:00:00,20.6,67.1,35.0,997.0,
002328,1,2006262N19069,2006,71,NI,MUKDA,2006-09-23 21:00:00,20.6,67.0,33.0,999.0,
002329,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 00:00:00,20.5,67.0,30.0,1000.0,
002330,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 03:00:00,20.5,67.0,30.0,1000.0,
002331,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 06:00:00,20.3,66.9,30.0,1000.0,
002332,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 09:00:00,20.1,66.9,30.0,1000.0,
002333,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 12:00:00,19.9,66.9,30.0,1000.0,
002334,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 15:00:00,19.5,66.9,30.0,1000.0,
002335,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 18:00:00,19.5,66.8,30.0,1000.0,
002336,1,2006262N19069,2006,71,NI,MUKDA,2006-09-24 21:00:00,19.5,66.7,30.0,1000.0,
002337,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 00:00:00,19.5,66.6,30.0,1000.0,
002338,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 03:00:00,19.6,66.5,30.0,1000.0,
002339,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 06:00:00,19.7,66.5,30.0,1000.0,
002340,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 09:00:00,19.8,66.4,30.0,1000.0,
002341,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 12:00:00,19.8,66.3,30.0,1000.0,
002342,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 15:00:00,19.8,66.2,28.0,1001.0,
002343,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 18:00:00,19.9,66.2,25.0,1002.0,
002344,1,2006262N19069,2006,71,NI,MUKDA,2006-09-25 21:00:00,19.9,66.2,25.0,1002.0,
002345,1,2006262N19069,2006,71,NI,MUKDA,2006-09-26 00:00:00,20.0,66.1,25.0,1002.0,
002346,1,2006262N19069,2006,71,NI,MUKDA,2006-09-26 03:00:00,20.1,66.0,25.0,1002.0,
002347,1,2006262N19069,2006,71,NI,MUKDA,2006-09-26 06:00:00,20.2,65.8,25.0,1002.0,
002348,1,2006262N19069,2006,71,NI,MUKDA,2006-09-26 09:00:00,20.3,65.6,25.0,1002.0,
002349,1,2006262N19069,2006,71,NI,MUKDA,2006-09-26 12:00:00,20.3,65.4,25.0,1002.0,
002350,1,2006329N06150,2006,94,WP,DURIAN,2006-11-24 12:00:00,6.1,149.8,15.0,1006.0,
002351,1,2006329N06150,2006,94,WP,DURIAN,2006-11-24 15:00:00,6.2,149.3,15.0,1006.0,
002352,1,2006329N06150,2006,94,WP,DURIAN,2006-11-24 18:00:00,6.4,148.8,15.0,1006.0,
002353,1,2006329N06150,2006,94,WP,DURIAN,2006-11-24 21:00:00,6.7,148.3,18.0,1005.0,
002354,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 00:00:00,7.1,147.9,20.0,1004.0,
002355,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 03:00:00,7.5,147.5,20.0,1004.0,
002356,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 06:00:00,8.4,147.1,20.0,1004.0,
002357,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 09:00:00,8.8,146.6,23.0,1003.0,
002358,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 12:00:00,9.0,146.1,25.0,1002.0,
002359,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 15:00:00,9.2,145.7,28.0,1001.0,
002360,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 18:00:00,9.4,145.3,30.0,1000.0,
002361,1,2006329N06150,2006,94,WP,DURIAN,2006-11-25 21:00:00,9.6,144.7,30.0,1000.0,
002362,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 00:00:00,9.8,144.1,30.0,1000.0,
002363,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 03:00:00,9.9,143.5,33.0,999.0,
002364,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 06:00:00,10.0,142.8,35.0,997.0,
002365,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 09:00:00,10.1,142.2,35.0,997.0,
002366,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 12:00:00,10.2,141.7,35.0,997.0,
002367,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 15:00:00,10.2,141.1,35.0,997.0,
002368,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 18:00:00,10.3,140.6,35.0,997.0,
002369,1,2006329N06150,2006,94,WP,DURIAN,2006-11-26 21:00:00,10.3,140.1,35.0,997.0,
002370,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 00:00:00,10.3,139.7,35.0,997.0,
002371,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 03:00:00,10.4,139.2,38.0,996.0,
002372,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 06:00:00,10.5,138.7,40.0,994.0,
002373,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 09:00:00,10.6,138.2,43.0,993.0,
002374,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 12:00:00,10.7,137.7,45.0,991.0,
002375,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 15:00:00,10.7,137.0,48.0,989.0,
002376,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 18:00:00,10.8,136.3,50.0,987.0,
002377,1,2006329N06150,2006,94,WP,DURIAN,2006-11-27 21:00:00,11.0,135.4,53.0,986.0,
002378,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 00:00:00,11.3,134.6,55.0,984.0,
002379,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 03:00:00,11.6,133.8,58.0,982.0,
002380,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 06:00:00,11.8,133.1,60.0,980.0,
002381,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 09:00:00,12.0,132.3,63.0,978.0,
002382,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 12:00:00,12.2,131.6,65.0,976.0,
002383,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 15:00:00,12.4,130.8,70.0,972.0,
002384,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 18:00:00,12.6,130.1,75.0,967.0,
002385,1,2006329N06150,2006,94,WP,DURIAN,2006-11-28 21:00:00,12.8,129.3,83.0,961.0,
002386,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 00:00:00,12.9,128.6,90.0,954.0,
002387,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 03:00:00,13.1,127.9,108.0,935.0,
002388,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 06:00:00,13.2,127.3,125.0,916.0,
002389,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 09:00:00,13.2,126.8,130.0,910.0,
002390,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 12:00:00,13.3,126.4,135.0,904.0,
002391,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 15:00:00,13.3,125.9,133.0,907.0,
002392,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 18:00:00,13.4,125.4,130.0,910.0,
002393,1,2006329N06150,2006,94,WP,DURIAN,2006-11-29 21:00:00,13.4,125.0,133.0,907.0,
002394,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 00:00:00,13.4,124.6,135.0,904.0,
002395,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 03:00:00,13.4,124.1,130.0,910.0,
002396,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 06:00:00,13.4,123.6,125.0,916.0,
002397,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 09:00:00,13.5,123.0,120.0,922.0,
002398,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 12:00:00,13.5,122.4,115.0,927.0,
002399,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 15:00:00,13.5,121.8,108.0,936.0,
002400,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 18:00:00,13.5,121.2,100.0,944.0,
002401,1,2006329N06150,2006,94,WP,DURIAN,2006-11-30 21:00:00,13.5,120.6,98.0,947.0,
002402,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 00:00:00,13.6,120.1,95.0,949.0,
002403,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 03:00:00,13.6,119.7,93.0,952.0,
002404,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 06:00:00,13.6,119.3,90.0,954.0,
002405,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 09:00:00,13.6,119.0,85.0,959.0,
002406,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 12:00:00,13.6,118.6,80.0,963.0,
002407,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 15:00:00,13.5,118.2,80.0,963.0,
002408,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 18:00:00,13.5,117.8,80.0,963.0,
002409,1,2006329N06150,2006,94,WP,DURIAN,2006-12-01 21:00:00,13.6,117.3,78.0,965.0,
002410,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 00:00:00,13.6,117.0,75.0,967.0,
002411,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 03:00:00,13.7,116.7,75.0,967.0,
002412,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 06:00:00,13.7,116.4,75.0,967.0,
002413,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 09:00:00,13.8,116.0,75.0,967.0,
002414,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 12:00:00,13.9,115.6,75.0,967.0,
002415,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 15:00:00,13.9,115.1,83.0,961.0,
002416,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 18:00:00,13.9,114.7,90.0,954.0,
002417,1,2006329N06150,2006,94,WP,DURIAN,2006-12-02 21:00:00,13.9,114.3,90.0,954.0,
002418,1,2006329N06150,2006,94,WP,DURIAN,2006-12-03 00:00:00,13.8,114.0,90.0,954.0,
002419,1,2006329N06150,2006,94,WP,DURIAN,2006-12-03 03:00:00,13.8,113.6,90.0,954.0,
002420,1,2006329N06150,2006,94,WP,DURIAN,2006-12-03 06:00:00,13.7,113.3,90.0,954.0,
002421,1,2006329N06150,2006,94,WP,DURIAN,2006-12-03 09:00:00,13.6,113.0,90.0,954.0,
